Id,Name
1,A-D-Vit
2,NOXAFIL
3,NOVOTER
4,NOVOSEVEN
5,NOVORAPID
6,NOVOPULM
7,NOVONORM
8,NOVOMIX
9,NOVOLIN
10,NOVOGUMIL
11,NOVOFINE
12,NOVOEIGHT
13,NOXAP
14,NOVO-DERMOQUINONA
15,NOVIAL
16,NOVEK
17,NOVATAX
18,NOVARONA
19,NOVANTRONE
20,NOVALEN
21,NOVALCINA
22,NOVAG
23,NOVAFIX
24,NOVACODIN
25,NOV?HEPAR B-12
26,NOVIX
27,NOTUSIN
28,NPLATE
29,NUCLEODOS
30,NUTRIMAMI
31,NUTRIFLEX
32,NUTRICION PARENTERAL
33,NUTRICAP CAPILEINE
34,NUTRASONA
35,NUTRAMIN
36,NUTRACORT
37,NUTRACEL
38,NUTIZYM COMPOSITUM
39,NURSOY
40,NUROFEN
41,NUCLEO
42,NURIL
43,NUMETA
44,NUMENCIAL
45,NUMEN
46,NUMATOL
47,NULOJIX
48,NULCEX
49,NULCERIN
50,NUEREL
51,NUELIN
52,NUCLOSINA
53,NUCLEOPET
54,NUPREN
55,NOTUS
56,NOTOLAC
57,NORVIR
58,NORGESIC
59,NORFLOXACINO
60,NORFLOXACINA
61,NORFLEX
62,NORETISTERONA
63,NORELGESTROMINA Y ETINILESTRADIOL
64,NOREBOX
65,NORDITROPIN
66,NORDETTE
67,NORCURON
68,NORCOLESTEROL
69,NORGLICEM
70,NORAGES
71,NOPUCID
72,NOOTROPIL
73,NOMIXGEN
74,NOLVADEX
75,NOLPAZA
76,NOLL
77,NOIAFREN
78,NOGINOX
79,NOFLEBAN
80,NODOLFEN
81,NOCTAMID
82,NORADRENALINA
83,NORIFAZ
84,NORLEVO
85,NORLIDINE
86,NORVECTAN
87,NORVASC
88,NORVAS
89,NORSPAN
90,NORSINA
91,NORPROLAC
92,NOROXIN
93,NORMOVITE
94,NORMOVIDONA
95,NORMOVAL
96,NORMOVAGIL
97,NORMOTUS
98,NORMOTRIDE
99,NORMOSTOP
100,NORMOSILEN
101,NORMOSEPT
102,NORMOSANG
103,NORMOMALE
104,NORMOGINKGO
105,NORMOGASTROL
106,NORMOFUNDINA
107,NORMODORM
108,NORMODOL
109,NORMIX
110,NORMALAC
111,NUTRINEAL PD
112,NOBRITRO F
113,NUTROPINA
114,NUVARING
115,OMNIPAQUE
116,OMNIC
117,OMMUNAL
118,OMIFIN
119,OMEZ
120,OMEVAX
121,OMETRIX
122,OMESTOP
123,OMESARTAN
124,OMEPRAZOL
125,OMEPRAX
126,OMNISCAN
127,OMEPEZ
128,OMEGOIL
129,OMEGA 3
130,OMEFISH
131,OMEFAR
132,OMEBLOC
133,OMAPREN
134,OMALIZUMAB
135,OMACOR
136,OLYSIO
137,OLMETEC
138,OLMESARTAN 
139,OMELIC
140,OLIMEL
141,OMNITROPE
142,OMPRANYT
143,OPRAZOL
144,OPONAF
145,OPOBYL
146,OPLAT
147,OPIREN
148,OPILINA
149,OPGENRA
150,OPENVAS
151,OPDIVO
152,OPATANOL
153,OPAT
154,OMNNARIS
155,ONY-TEC
156,ONICIT
157,ONGLYZA
158,ONEZYP
159,ONDATRIN
160,ONDASETRON
161,ONDANSETRON 
162,ONCOTAXEL
163,ONCORAB
164,ONCOGEM
165,ONCCE
166,ONBREZ
167,ONIREMA
168,OLIGOSTANDARD
169,OLIGOPLUS
170,OLIGOMETALES ENDOVENOSOS
171,ODDENT
172,ODAMIDA
173,OCUPRED
174,OCULOTECT
175,OCULOS EPITELIZANTE  
176,OCULOHEEL
177,OCUBRAX
178,OCTREOTIDA
179,OCTREOSCAN
180,OCTREDA 
181,OCTOSTIM
182,ODENIL
183,OCTOMOL
184,OCTAPLEX
185,OCTANINE
186,OCTANATE
187,OCTAGAMOCTA
188,OCOXIN
189,OBALIX
190,NYTAXIN
191,NYOLOL
192,NYLAFENT
193,NUZAC
194,NUWIQ
195,OCTOCAINE
196,ODONTOBIC
197,ODRIK
198,OESTRACLIN
199,OLICLINOMEL
200,OLFEX BUL
201,OLANZAPINA
202,OKTIDEL
203,OKEYE
204,OKALTUS
205,OKALRINUS
206,OKALGRIP
207,OKALDOL
208,OKACIN
209,OJOSBEL
210,OGASTRO
211,OFTALMOWELL
212,OFTALMOTRIM
213,OFTALMOLOSA
214,OFTACILOX 
215,OFLOXACINO
216,OFLOXACINA
217,OFLOX
218,OFLOVIR
219,OFLOGYL
220,OFEV
221,OFASTAN
222,OFARSIN
223,OFAPRES PLUS
224,NUVACTHEN
225,OPRELVEKINA
226,NOBRITOL
227,NIXYN HERMES
228,NAVIXEN
229,NAVITAE
230,NAVICALM
231,NAVIBLEF
232,NAVELBINE
233,NATUSAN
234,NATULAN
235,NATRIXAM
236,NATRILIX
237,NATRILAX AP
238,NATRECOR
239,NAVOBAN
240,NATIMED
241,NATELE 
242,NATEL D
243,NATECAL
244,NAT-E
245,NASTEROL
246,NASONEX
247,NASOLINA
248,NASIN
249,NASAIR
250,NASACORT
251,NAS
252,NATIFAR
253,NAROPIN
254,NAXPA
255,NDID
256,NENEDENT GEL
257,NEMODINE
258,NEMEA
259,NEMDATINE
260,NEMACTIL
261,NELORPIN
262,NEISVAC
263,NEHOLIS
264,NEFRUS
265,NEFROTAL H
266,NEFROTAL
267,NDERSARTAN CILEXETIL
268,NEFRILAM
269,NEBULCROM
270,NEBRIS
271,NEBLIK
272,NEBIVOLOL 
273,NEBILET
274,NEBIDO
275,NEBICUR
276,NEBICARD
277,NEATENOL
278,NE
279,NDITRAL
280,NEBULICINA
281,NARINE
282,NARICLEAR
283,NARATRIPTAN 
284,N BUTIL BROMURO DE HIOSCINA
285,MYSOLINE
286,MYOZYME
287,MYOXAM
288,MYOVIEW
289,MYOTIL
290,MYOCET
291,MYLOTARG
292,MYLANTA
293,MYFORTIC
294,MYFORTIC
295,NA-IODINA COMPUESTA
296,MYFENAX
297,MYDRIACYL
298,MYCOSTER
299,MYCOSTATIN
300,MYCOSPOR
301,MYCOFENTIN
302,MYCAMINE
303,MYAMBUTOL
304,MVAN
305,MUXIMED
306,MUVETT
307,MUTAGRIP
308,MYDRIASERT
309,NAAXIA
310,NABUMEX
311,NACLODIN
312,NARAMIG
313,NAPROXENO
314,NAPROXEN
315,NAPROSYN
316,NAPRILENE
317,NAPOX
318,NAPHCON
319,NANOCOLOIDES
320,NANOCOLL
321,NANOCIS
322,NANI-PREDENTAL
323,NALTREXONA 
324,NALTREXIN
325,NALOXONA
326,NALOX
327,NALBUFINA
328,NAGLAZYME
329,NAFINA
330,NAFAZOLINA
331,NAFAZOL
332,NADROPARINA
333,NADONA
334,NADIXA
335,NACUA
336,NACREZ
337,NEO TOMIZOL
338,NIZORAL
339,NEO-HUBBER
340,NEOCATE
341,NIMOTOP
342,NIMOPIN
343,NIMODIPINO
344,NIMODIPINA
345,NIMESUVAR
346,NIMESULIDE
347,NIMENRIX
348,NIMECOX
349,NIMBEX
350,NILOTINIB
351,NILOCUR
352,NIMVASTID
353,NIFLACTOL
354,NIFEDIPINO
355,NIFEDIPINA
356,NIFE-PAR
357,NIDOL
358,NICOTINA
359,NICOROL
360,NICORETTE
361,NICOKERN
362,NICO HEPATOCYN
363,NICNELL
364,NICNA 
365,NIFELAN CD
366,NICLOSAMIDA
367,NINAZIN
368,NIOSILIN
369,NIVESTIM
370,NIULIVA
371,NITRORD
372,NITROPRUSSIAT 
373,NITROPLAST 
374,NITROGLICERINA
375,NITROFURAZONA
376,NITROFURANTOINA
377,NITROFURAL
378,NITROFIX
379,NITRODERM
380,NINAZO
381,NITROCOR
382,NITRENDIPINO 
383,NITRENDIL
384,NITOMAN
385,NITIGRAF 
386,NITAZOXANIDA
387,NISULIDE
388,NISTATINA
389,NISE
390,NIQUITIN
391,NIPENT
392,NIPE
393,NITRO-DUR 
394,NICARDIPINO 
395,NIAZOL PEDIATRICO
396,NIAZOL
397,NESTEN
398,NESFARE
399,NERVOHEEL N
400,NERVOBION
401,NERVINEX
402,NERVINETAS
403,NERVIKAN
404,NERGADAN
405,NERDIPINA
406,NEPRO
407,NEPHROTECT
408,NETISUM
409,NEPHROMAG
410,NEOTIGASON
411,NEOSTIGMINA
412,NEOSTIGMINA
413,NEOSAYOMOL
414,NEORECORMON
415,NEOPARIN
416,NEOMICINA
417,NEOGYNON
418,NEODEXA 
419,NEOCONES
420,NEOCLARITYN
421,NEPHRAMINE
422,NETROMICINA
423,NEUBION
424,NEUKOB
425,NIASPAN
426,NEXOBRID
427,NEXIUM
428,NEXAVAR
429,NEVIPARINA 
430,NEVANAC
431,NEUTROSOL
432,NEUTRACID
433,NEURONTIN
434,NEUROMIOL
435,NEUROMADE
436,NEUROLITE
437,NEUROBLOC
438,NEURO
439,NEURIXA
440,NEURIBE
441,NEURAPAS
442,NEURACEQ
443,NEUPRO
444,NEUPOGEN
445,NEUMOCORT
446,NEUMEGA
447,NEULEPTIL
448,NEULASTIM
449,NEULASTA
450,NEOBRUFEN
451,OPRYMEA
452,OPSUMIT
453,OPTAFLU
454,PIROXGEL
455,PIROFOSFATO DE SODIO
456,PIRIMETAMINA
457,PIRIMED
458,PIRIDOXINA
459,PIREXIN
460,PIRAZINAMIDA
461,PIRANZINAMIDA
462,PIRANTEL
463,PIPERZAN
464,PIPERAZIL
465,PIROXICAM
466,PIPERAZAM
467,PIPERACILINA
468,PIOSIZONA
469,PIORLIS
470,PIOGLITAZONA
471,PIOGLIT
472,PIOCIDEX
473,PINVEX
474,PINNEL
475,PINAZO
476,PINAVIX
477,PINAVERIO
478,PIPERATO
479,PIMECROLIMUS
480,PIROXICAN
481,PIROXIM
482,PLENUR
483,PLENIGRAF
484,PLENDIL 
485,PLENADREN
486,PLEGRIDY 
487,PLEGINER
488,PLAXEL
489,PLAVIX
490,PLAST APYR GLUCOSADO
491,PLASIMINE
492,PLASBUMIN IV
493,PIROXID
494,PLAQUINOL
495,PLANTASOR
496,PLANTAGO PSYLLIUM
497,PLANTAGO OVATA 
498,PLANTABEN
499,PLANGAMMA
500,PLAGRIL
501,PLACINORAL
502,PIXUVRI
503,PIXORID
504,PITOCIN
505,PISCIS 3
506,PLANTAX
507,PILOCARPINA
508,PILOCAR
509,PILKA
510,PEYONA
511,PEVARYL
512,PERTEN
513,PERSANTIN
514,PEROXIBEN
515,PEROXACNE
516,PERMUCAL
517,PERMIXON
518,PERMETRINA
519,PERME-CURE
520,PERLIC
521,PH-DERM
522,PERJETA
523,PERINDOPRIL 
524,PERINDAL
525,PERIFEM
526,PERIDONT
527,PERICRANEAL
528,PERIACTIN
529,PERGOVERIS
530,PERFALGAN
531,PEREBRON
532,PERDURETAS DE CODEINA
533,PERBILEN
534,PERIOLIMEL
535,PHARMAGRIP
536,PHARMATON 
537,PHARMORAT
538,PILDORAS ZENINAS
539,PIGMENTASA
540,PIELOGRAF
541,PIDROL 
542,PICOSALAX
543,PICOPREP
544,PICATO
545,PICASUM
546,PHYTOSYLIC
547,PHYTOPHANERE
548,PHYTOCYANE
549,PHYTOCEDRAT
550,PHYTOAXIL 
551,PHYTOAPAISANT
552,PHYTHEOL 
553,PHYTACIS
554,PHYSIONEAL GLUCOSA
555,PHOXILIUM
556,PHOSLO
557,PHONAL
558,PHLOGENZYM
559,PHIVOR
560,PHILIPS LECHE DE MAGNESIA
561,PHEBURANE
562,PHARQUINON
563,PLETAL
564,PERAZIN
565,PLEXAMIN
566,PLIDAN
567,PRETERAX
568,PRESOQUIN
569,PRESIDERM
570,PRESARTAN
571,PRENITINA L- RNITINA
572,PRENAVIT
573,"PREMARIN, CREMA VAG"
574,PREGOBIN
575,PREGNYL
576,PREGABALINA
577,PREDNISONA ALONGA
578,PREVENAR
579,PREDNISONA
580,PREDNICORT
581,PREDNEFRIN
582,PREDNA
583,PREBLOC
584,PREBICTAL
585,PRAZICUANTEL
586,PRAXONA
587,PRAVASTINA
588,PRAVASTATINA
589,PRAVACOL
590,PRANEX
591,PREDNISOLONA
592,PRAMIDE
593,PREVERAL 
594,PREZISTA
595,PROGYNOVA
596,PROGYLUTON
597,PROGRESS GOLD
598,PROGRAF
599,PROGESTOGEL
600,PROGESTERONA
601,PROGENDO
602,PROFOR
603,PROFLOR
604,PROFENID
605,PROCTYL
606,PREVULCER
607,PROCTO-GLYVENOL
608,PROCALAMINE
609,PROBLOC
610,PROBENECID
611,PRITOR
612,PRIPRES
613,PRIORIX
614,PRINIVIL
615,PRIMPERAN
616,PRIMAQUINA
617,"PRILOCAINA, FELIPRESINA"
618,PRILACE
619,PROCARBAZINA
620,PRADAXA
621,POVIDONA IODADA
622,POVIDINE
623,POLICITRA
624,POLIBUTIN
625,POLIAMIN
626,POLI-OTICO
627,POLEN DE PHLEUM
628,POLARAMINE
629,POLANTAC
630,POINDOL
631,POENTOBRAL 
632,POENKERAT
633,POENKARAT
634,POLICOLINOSIL
635,POENGATIF
636,POENBIOTIC
637,POENBIC
638,PODOFILINA
639,PODERTONIC
640,PNEUMOVAX 
641,PNEUMO 
642,PLUSVENT
643,PLURIMEN
644,PLURALAIS
645,PLUMAROL
646,PLIDAN COMPUESTO
647,POENFLOX
648,POLICOSANOL
649,POLIDEXIN
650,POLIDOCANOL
651,POTENCIATOR
652,POTEN
653,POTASIO
654,POSTINOR
655,POSITON
656,POROSAL
657,PONTALSIC
658,PONSTAN
659,POLYTAR
660,POLYSTERON 250
661,POLY-PRED
662,POLONIT
663,POLLENS
664,POLIVITAPLEX
665,POLIVITAMINAS
666,POLIOTICO
667,POLIO SABIN 
668,POLIMERIZADO DE GELATINA
669,POLIMALTOSATO FRRICO
670,POLIK
671,POLIGELINA
672,POLIFIX
673,POLIETILENGLICOL
674,POLIELECTROLITICA
675,POLIELECTROLITI SIN POTASIO 
676,PLIAGLIS
677,PERATIVE
678,PEPTICUM
679,PEPCID
680,OVITRELLE
681,OVIDREL
682,OVESTINON
683,OVESTIN
684,OVALEAP
685,OTRIVINA
686,OTOSAT
687,OTOMIDRIN
688,OTOGEN
689,OTOCIPRIN
690,OTOCERUM
691,OVOPLEX
692,OTIRILIN
693,OTAN
694,OTAMINA
695,OTALEX
696,OSVICAL D
697,OSVAREN
698,OSTRAM
699,OSTINE
700,OSTEUM
701,OSTEOPOR
702,OSTEOMIN
703,OSTEOMERCK
704,OTEZLA
705,OSTEOMAX
706,OXACILINA
707,OXACIP
708,OXSORALEN
709,OXOLAMINA
710,OXOFERIN
711,OXITONE
712,OXITOCINA
